"File Path: F:\Fall2021Group3_GroupProject\Test Run 305 11-23-21 18 12 35 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: geotextile fabric extension test July 2019 Wilson"
"Test Run: Test Run 305"
"Date: 11/23/2021 5:51:39 PM"
""
""
"Crosshead ","Load ","Time "
"mm","N","sec"
"0.171826570294797","2.77036476135254","0.0799999982118607"
"0.341151666361839","3.65873789787292","0.146999999880791"
"0.506426789797843","4.49468040466309","0.212999999523163"
"0.674143782816827","5.38874197006226","0.280000001192093"
"0.841860834043473","6.22512149810791","0.347000002861023"
"1.0070763528347","6.93886089324951","0.412999987602234"
"1.17455516010523","7.60398149490356","0.479999989271164"
"1.34203396737576","8.2295093536377","0.546999990940094"
"1.50718993972987","8.78359794616699","0.612999975681305"
"1.67478783987463","9.29984760284424","0.680000007152557"
"1.84232625178993","9.80027389526367","0.746999979019165"
"2.00736313126981","10.2442378997803","0.813000023365021"
"2.17502051964402","10.6668882369995","0.879999995231628"
"2.34255893155932","11.06618309021","0.947000026702881"
"2.50753620639443","11.3929204940796","1.01300001144409"
"2.67507461830974","11.6739168167114","1.08000004291534"
"2.84267240203917","11.9866313934326","1.14699995517731"
"3.00770928151906","12.2964696884155","1.21300005912781"
"3.17524769343436","12.5814962387085","1.27999997138977"
"3.34290508180857","12.8982152938843","1.34700000286102"
"3.50788258947432","12.8290319442749","1.41299998760223"
"3.6752421874553","13.1392002105713","1.48000001907349"
"3.84289957582951","13.402512550354","1.54700005054474"
"4.00781724601984","13.6969575881958","1.61300003528595"
"4.17523644864559","13.9902105331421","1.67999994754791"
"4.34283446520567","14.2670278549194","1.74699997901917"
"4.50793094933033","14.5190324783325","1.81299996376038"
"4.67540975660086","14.778470993042","1.87999999523163"
"4.84276935458183","14.994969367981","1.94700002670288"
"5.00780623406172","15.2302503585815","2.01300001144409"
"5.17534464597702","15.4593410491943","2.07999992370605"
"5.34288305789232","15.6712474822998","2.1470000743866"
"5.50780072808266","15.8933134078979","2.21300005912781"
"5.67539874464273","16.0901489257813","2.27999997138977"
"5.84287755191326","16.2996616363525","2.34699988365173"
"6.00791443139315","16.4825439453125","2.41300010681152"
"6.17551244795322","16.6805934906006","2.48000001907349"
"6.3428720459342","16.9007358551025","2.54699993133545"
"6.50778971612453","17.0778903961182","2.61299991607666"
"6.67538773268461","17.2674522399902","2.6800000667572"
"6.8429852835834","17.4500026702881","2.74699997901917"
"7.00784381479025","17.637544631958","2.81299996376038"
"7.17532262206078","17.8068256378174","2.88000011444092"
"7.34292017295957","17.9841594696045","2.94700002670288"
"7.50801665708423","18.170804977417","3.01300001144409"
"7.67549546435475","18.3395118713379","3.07999992370605"
"7.84297473728657","18.5035190582275","3.1470000743866"
"8.00795201212168","18.6677932739258","3.21300005912781"
"8.17549042403698","18.8297843933105","3.27999997138977"
"8.34290962666273","18.9894313812256","3.34699988365173"
"8.50788690149784","19.1733303070068","3.41300010681152"
"8.67536570876837","19.327787399292","3.48000001907349"
"8.84284451603889","19.4818572998047","3.54699993133545"
"9.00788139551878","19.6415328979492","3.61299991607666"
"9.17541980743408","19.7992324829102","3.6800000667572"
"9.34289861470461","19.942590713501","3.74699997901917"
"9.50793549418449","20.0937919616699","3.81299996376038"
"9.67547297477722","20.2381992340088","3.88000011444092"
"9.84295178204775","20.3902969360352","3.94700002670288"
"10.0078703835607","20.552152633667","4.01300001144409"
"10.1754078641534","20.6870956420898","4.07999992370605"
"10.3430058807135","20.8381099700928","4.14699983596802"
"10.507863946259","20.970251083374","4.21299982070923"
"10.6753427535295","21.1348819732666","4.28000020980835"
"10.8428215608001","21.2644100189209","4.34700012207031"
"11.0077997669578","21.4094219207764","4.41300010681152"
"11.1753968521953","21.5515556335449","4.48000001907349"
"11.3429948687553","21.6966800689697","4.54699993133545"
"11.5079125389457","21.836633682251","4.61299991607666"
"11.6753913462162","21.9744453430176","4.67999982833862"
"11.8428701534867","22.1171550750732","4.74700021743774"
"12.0078474283218","22.2559108734131","4.81300020217896"
"12.1753262355924","22.3904094696045","4.88000011444092"
"12.3427454382181","22.5305976867676","4.94700002670288"
"12.5078419223428","22.6533298492432","5.01300001144409"
"12.6753803342581","22.8120918273926","5.07999992370605"
"12.8429187461734","22.9205074310303","5.14699983596802"
"13.0079556256533","23.0572700500488","5.21299982070923"
"13.175374828279","23.184118270874","5.28000020980835"
"13.3428536355495","23.3200340270996","5.34700012207031"
"13.5079501196742","23.4606342315674","5.41300010681152"
"13.6754885315895","23.5909748077393","5.48000001907349"
"13.8429077342153","23.7245864868164","5.54699993133545"
"14.0078850090504","23.8563346862793","5.61299991607666"
"14.1754830256104","23.9823055267334","5.67999982833862"
"14.3430214375257","24.1185703277588","5.74700021743774"
"14.5079391077161","24.2382869720459","5.81300020217896"
"14.6754179149866","24.3678321838379","5.88000011444092"
"14.8429563269019","24.4994163513184","5.94700002670288"
"15.007933601737","24.6293697357178","6.01300001144409"
"15.1754124090075","24.7594699859619","6.07999992370605"
"15.3428316116333","24.8749523162842","6.14699983596802"
"15.5078684911132","25.0120658874512","6.21299982070923"
"15.6754069030285","25.1273097991943","6.28000020980835"
"15.8429443836212","25.2641429901123","6.34700012207031"
"16.0079821944237","25.3932590484619","6.41300010681152"
"16.1753408610821","25.5093555450439","6.48000001907349"
"16.34288020432","25.6260414123535","6.54699993133545"
"16.507975757122","25.7433586120605","6.61299991607666"
"16.6753958910704","25.8658046722412","6.67999982833862"
"16.8428141623735","25.9821319580078","6.74700021743774"
"17.0079115778208","26.1017074584961","6.81300020217896"
"17.1753894537687","26.2116107940674","6.88000011444092"
"17.3428691923618","26.333122253418","6.94700002670288"
"17.5078455358744","26.4595108032227","7.01300001144409"
"17.675444483757","26.5720405578613","7.07999992370605"
"17.842922359705","26.6979484558105","7.14699983596802"
"18.0079005658627","26.8014507293701","7.21299982070923"
"18.1754380464554","26.9251842498779","7.28000020980835"
"18.3428581804037","27.0362205505371","7.34700012207031"
"18.507894128561","27.1447372436523","7.41300010681152"
"18.6754334717989","27.2527141571045","7.48000001907349"
"18.8429709523916","27.3762512207031","7.54699993133545"
"19.0078895539045","27.4886722564697","7.61299991607666"
"19.1752482205629","27.6089324951172","7.67999982833862"
"19.3428471684456","27.7270240783691","7.74700021743774"
"19.5079427212477","27.8518600463867","7.81300020217896"
"19.6754224598408","27.9436817169189","7.88000011444092"
"19.8429599404335","28.0569705963135","7.94700002670288"
"20.007997751236","28.1664180755615","8.01299953460693"
"20.1754756271839","28.2706394195557","8.07999992370605"
"20.3428361564875","28.3722667694092","8.14700031280518"
"20.5078125","28.4863033294678","8.21300029754639"
"20.6753518432379","28.6034145355225","8.27999973297119"
"20.8428297191858","28.6916122436523","8.34700012207031"
"21.0079271346331","28.7994499206543","8.41300010681152"
"21.1755242198706","28.9174613952637","8.47999954223633"
"21.3430039584637","29.0325946807861","8.54699993133545"
"21.5078610926867","29.1289005279541","8.61299991607666"
"21.6754004359245","29.2312355041504","8.68000030517578"
"21.8429379165173","29.3116073608398","8.74699974060059"
"22.0079161226749","29.4115676879883","8.8129997253418"
"22.1753939986229","29.5172252655029","8.88000011444092"
"22.3429333418608","29.6131381988525","8.94699954986572"
"22.5078500807285","29.7126388549805","9.01299953460693"
"22.6753894239664","29.8117904663086","9.07999992370605"
"22.8428672999144","29.9139556884766","9.14700031280518"
"23.007845506072","30.0153675079346","9.21300029754639"
"23.1753829866648","30.1226119995117","9.27999973297119"
"23.3429223299026","30.2189235687256","9.34700012207031"
